cov_RPM,BRITE,sample,type,species
19365.85,Unclassified:_genetic_information_processing,SDBP4_NURSE_allbrites,NURSE,SD
25322.4,Unclassified:_metabolism,SBBP1_NURSE_allbrites,NURSE,SB
26506.18,Unclassified:_metabolism,SBBP2_NURSE_allbrites,NURSE,SB
26736.37,Unclassified:_metabolism,SDBP3_NURSE_allbrites,NURSE,SD
22807.09,Unclassified:_metabolism,SDBP4_NURSE_allbrites,NURSE,SD
10291.83,Unclassified:_signaling_and_cellular_processes,SBBP1_NURSE_allbrites,NURSE,SB
11957.08,Unclassified:_signaling_and_cellular_processes,SBBP2_NURSE_allbrites,NURSE,SB
12616.39,Unclassified:_signaling_and_cellular_processes,SDBP3_NURSE_allbrites,NURSE,SD
13030.3,Unclassified:_signaling_and_cellular_processes,SDBP4_NURSE_allbrites,NURSE,SD
322.43,"Valine,_leucine_and_isoleucine_biosynthesis",SBBP1_NURSE_allbrites,NURSE,SB
745.6,"Valine,_leucine_and_isoleucine_biosynthesis",SBBP2_NURSE_allbrites,NURSE,SB
292.34,"Valine,_leucine_and_isoleucine_biosynthesis",SDBP3_NURSE_allbrites,NURSE,SD
159.15,"Valine,_leucine_and_isoleucine_biosynthesis",SDBP4_NURSE_allbrites,NURSE,SD
1385.23,"Valine,_leucine_and_isoleucine_degradation",SBBP1_NURSE_allbrites,NURSE,SB
1822.4,"Valine,_leucine_and_isoleucine_degradation",SBBP2_NURSE_allbrites,NURSE,SB
2297.83,"Valine,_leucine_and_isoleucine_degradation",SDBP3_NURSE_allbrites,NURSE,SD
1266.68,"Valine,_leucine_and_isoleucine_degradation",SDBP4_NURSE_allbrites,NURSE,SD
2382.55,Vancomycin_resistance,SBBP1_NURSE_allbrites,NURSE,SB
1596.75,Vancomycin_resistance,SBBP2_NURSE_allbrites,NURSE,SB
2803.29,Vancomycin_resistance,SDBP3_NURSE_allbrites,NURSE,SD
2978.14,Vancomycin_resistance,SDBP4_NURSE_allbrites,NURSE,SD
18,Various_types_of_N-glycan_biosynthesis,SBBP1_NURSE_allbrites,NURSE,SB
0,Various_types_of_N-glycan_biosynthesis,SBBP2_NURSE_allbrites,NURSE,SB
48.6,Various_types_of_N-glycan_biosynthesis,SDBP3_NURSE_allbrites,NURSE,SD
281.25,Various_types_of_N-glycan_biosynthesis,SDBP4_NURSE_allbrites,NURSE,SD
0,VEGF_signaling_pathway,SBBP1_NURSE_allbrites,NURSE,SB
0,VEGF_signaling_pathway,SBBP2_NURSE_allbrites,NURSE,SB
0,VEGF_signaling_pathway,SDBP3_NURSE_allbrites,NURSE,SD
0,VEGF_signaling_pathway,SDBP4_NURSE_allbrites,NURSE,SD
41.91,Vibrio_cholerae_infection,SBBP1_NURSE_allbrites,NURSE,SB
0,Vibrio_cholerae_infection,SBBP2_NURSE_allbrites,NURSE,SB
61.06,Vibrio_cholerae_infection,SDBP3_NURSE_allbrites,NURSE,SD
0,Vibrio_cholerae_infection,SDBP4_NURSE_allbrites,NURSE,SD
623.95,Viral_carcinogenesis,SBBP1_NURSE_allbrites,NURSE,SB
1054.71,Viral_carcinogenesis,SBBP2_NURSE_allbrites,NURSE,SB
1333.17,Viral_carcinogenesis,SDBP3_NURSE_allbrites,NURSE,SD
939.61,Viral_carcinogenesis,SDBP4_NURSE_allbrites,NURSE,SD
18.75,Viral_life_cycle_-_HIV-1,SBBP1_NURSE_allbrites,NURSE,SB
0,Viral_life_cycle_-_HIV-1,SBBP2_NURSE_allbrites,NURSE,SB
0,Viral_life_cycle_-_HIV-1,SDBP3_NURSE_allbrites,NURSE,SD
0,Viral_life_cycle_-_HIV-1,SDBP4_NURSE_allbrites,NURSE,SD
0,Viral_myocarditis,SBBP1_NURSE_allbrites,NURSE,SB
0,Viral_myocarditis,SBBP2_NURSE_allbrites,NURSE,SB
0,Viral_myocarditis,SDBP3_NURSE_allbrites,NURSE,SD
0,Viral_myocarditis,SDBP4_NURSE_allbrites,NURSE,SD
0,Viral_protein_families,SBBP1_NURSE_allbrites,NURSE,SB
0,Viral_protein_families,SBBP2_NURSE_allbrites,NURSE,SB
0,Viral_protein_families,SDBP3_NURSE_allbrites,NURSE,SD
0,Viral_protein_families,SDBP4_NURSE_allbrites,NURSE,SD
0,Viral_proteins,SBBP1_NURSE_allbrites,NURSE,SB
0,Viral_proteins,SBBP2_NURSE_allbrites,NURSE,SB
0,Viral_proteins,SDBP3_NURSE_allbrites,NURSE,SD
0,Viral_proteins,SDBP4_NURSE_allbrites,NURSE,SD
0,Virion_-_Hepatitis_viruses,SBBP1_NURSE_allbrites,NURSE,SB
23.98,Virion_-_Hepatitis_viruses,SBBP2_NURSE_allbrites,NURSE,SB
0,Virion_-_Hepatitis_viruses,SDBP3_NURSE_allbrites,NURSE,SD
0,Virion_-_Hepatitis_viruses,SDBP4_NURSE_allbrites,NURSE,SD
27.25,Vitamin_B6_metabolism,SBBP1_NURSE_allbrites,NURSE,SB
35.61,Vitamin_B6_metabolism,SBBP2_NURSE_allbrites,NURSE,SB
0,Vitamin_B6_metabolism,SDBP3_NURSE_allbrites,NURSE,SD
118.77,Vitamin_B6_metabolism,SDBP4_NURSE_allbrites,NURSE,SD
6379.23,Xenobiotics_biodegradation_and_metabolism,SBBP1_NURSE_allbrites,NURSE,SB
7933.02,Xenobiotics_biodegradation_and_metabolism,SBBP2_NURSE_allbrites,NURSE,SB
6151.85,Xenobiotics_biodegradation_and_metabolism,SDBP3_NURSE_allbrites,NURSE,SD
7463.75,Xenobiotics_biodegradation_and_metabolism,SDBP4_NURSE_allbrites,NURSE,SD
925.46,Xylene_degradation,SBBP1_NURSE_allbrites,NURSE,SB
380.39,Xylene_degradation,SBBP2_NURSE_allbrites,NURSE,SB
755.89,Xylene_degradation,SDBP3_NURSE_allbrites,NURSE,SD
434.57,Xylene_degradation,SDBP4_NURSE_allbrites,NURSE,SD
0,Yersinia_infection,SBBP1_NURSE_allbrites,NURSE,SB
0,Yersinia_infection,SBBP2_NURSE_allbrites,NURSE,SB
0,Yersinia_infection,SDBP3_NURSE_allbrites,NURSE,SD
0,Yersinia_infection,SDBP4_NURSE_allbrites,NURSE,SD
541.68,Zeatin_biosynthesis,SBBP1_NURSE_allbrites,NURSE,SB
1003.88,Zeatin_biosynthesis,SBBP2_NURSE_allbrites,NURSE,SB
408.43,Zeatin_biosynthesis,SDBP3_NURSE_allbrites,NURSE,SD
837.49,Zeatin_biosynthesis,SDBP4_NURSE_allbrites,NURSE,SD
17374.89,ABC_transporters,SBBP1_POLLEN_allbrites,POLLEN,SB
12947.44,ABC_transporters,SBBP4_POLLEN_allbrites,POLLEN,SB
14962.42,ABC_transporters,SDBP3_POLLEN_allbrites,POLLEN,SD
14255.17,ABC_transporters,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Acarbose_and_validamycin_biosynthesis,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Acarbose_and_validamycin_biosynthesis,SBBP4_POLLEN_allbrites,POLLEN,SB
16.29,Acarbose_and_validamycin_biosynthesis,SDBP3_POLLEN_allbrites,POLLEN,SD
16.12,Acarbose_and_validamycin_biosynthesis,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Adherens_junction,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Adherens_junction,SBBP4_POLLEN_allbrites,POLLEN,SB
302.66,Adherens_junction,SDBP3_POLLEN_allbrites,POLLEN,SD
70.34,Adherens_junction,SDBP4_POLLEN_allbrites,POLLEN,SD
87.12,Adipocytokine_signaling_pathway,SBBP1_POLLEN_allbrites,POLLEN,SB
5.32,Adipocytokine_signaling_pathway,SBBP4_POLLEN_allbrites,POLLEN,SB
24.88,Adipocytokine_signaling_pathway,SDBP3_POLLEN_allbrites,POLLEN,SD
45.57,Adipocytokine_signaling_pathway,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Adrenergic_signaling_in_cardiomyocytes,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Adrenergic_signaling_in_cardiomyocytes,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Adrenergic_signaling_in_cardiomyocytes,SDBP3_POLLEN_allbrites,POLLEN,SD
13.34,Adrenergic_signaling_in_cardiomyocytes,SDBP4_POLLEN_allbrites,POLLEN,SD
0,African_trypanosomiasis,SBBP1_POLLEN_allbrites,POLLEN,SB
0,African_trypanosomiasis,SBBP4_POLLEN_allbrites,POLLEN,SB
0,African_trypanosomiasis,SDBP3_POLLEN_allbrites,POLLEN,SD
28.58,African_trypanosomiasis,SDBP4_POLLEN_allbrites,POLLEN,SD
0,AGE-RAGE_signaling_pathway_in_diabetic_complications,SBBP1_POLLEN_allbrites,POLLEN,SB
0,AGE-RAGE_signaling_pathway_in_diabetic_complications,SBBP4_POLLEN_allbrites,POLLEN,SB
0,AGE-RAGE_signaling_pathway_in_diabetic_complications,SDBP3_POLLEN_allbrites,POLLEN,SD
0,AGE-RAGE_signaling_pathway_in_diabetic_complications,SDBP4_POLLEN_allbrites,POLLEN,SD
2460.02,Aging,SBBP1_POLLEN_allbrites,POLLEN,SB
2020.61,Aging,SBBP4_POLLEN_allbrites,POLLEN,SB
2631.26,Aging,SDBP3_POLLEN_allbrites,POLLEN,SD
1691.76,Aging,SDBP4_POLLEN_allbrites,POLLEN,SD
6166.11,"Alanine,_aspartate_and_glutamate_metabolism",SBBP1_POLLEN_allbrites,POLLEN,SB
4216.13,"Alanine,_aspartate_and_glutamate_metabolism",SBBP4_POLLEN_allbrites,POLLEN,SB
4670.48,"Alanine,_aspartate_and_glutamate_metabolism",SDBP3_POLLEN_allbrites,POLLEN,SD
5102.88,"Alanine,_aspartate_and_glutamate_metabolism",SDBP4_POLLEN_allbrites,POLLEN,SD
10.33,Alcoholic_liver_disease,SBBP1_POLLEN_allbrites,POLLEN,SB
25.38,Alcoholic_liver_disease,SBBP4_POLLEN_allbrites,POLLEN,SB
28.93,Alcoholic_liver_disease,SDBP3_POLLEN_allbrites,POLLEN,SD
57.34,Alcoholic_liver_disease,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Alcoholism,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Alcoholism,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Alcoholism,SDBP3_POLLEN_allbrites,POLLEN,SD
26.69,Alcoholism,SDBP4_POLLEN_allbrites,POLLEN,SD
4.71,alpha-Linolenic_acid_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
0,alpha-Linolenic_acid_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
17.22,alpha-Linolenic_acid_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
73.76,alpha-Linolenic_acid_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
747.92,Alzheimer_disease,SBBP1_POLLEN_allbrites,POLLEN,SB
1177.65,Alzheimer_disease,SBBP4_POLLEN_allbrites,POLLEN,SB
541.64,Alzheimer_disease,SDBP3_POLLEN_allbrites,POLLEN,SD
931.94,Alzheimer_disease,SDBP4_POLLEN_allbrites,POLLEN,SD
28672.91,Amino_acid_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
22301.9,Amino_acid_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
22569.67,Amino_acid_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
23114.75,Amino_acid_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
16491.81,Amino_acid_related_enzymes,SBBP1_POLLEN_allbrites,POLLEN,SB
10844.46,Amino_acid_related_enzymes,SBBP4_POLLEN_allbrites,POLLEN,SB
11735.89,Amino_acid_related_enzymes,SDBP3_POLLEN_allbrites,POLLEN,SD
10888.2,Amino_acid_related_enzymes,SDBP4_POLLEN_allbrites,POLLEN,SD
8871.09,Amino_sugar_and_nucleotide_sugar_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
8289.77,Amino_sugar_and_nucleotide_sugar_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
9099.75,Amino_sugar_and_nucleotide_sugar_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
8207.17,Amino_sugar_and_nucleotide_sugar_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
15383.23,Aminoacyl-tRNA_biosynthesis,SBBP1_POLLEN_allbrites,POLLEN,SB
10401.84,Aminoacyl-tRNA_biosynthesis,SBBP4_POLLEN_allbrites,POLLEN,SB
11817.03,Aminoacyl-tRNA_biosynthesis,SDBP3_POLLEN_allbrites,POLLEN,SD
9762.71,Aminoacyl-tRNA_biosynthesis,SDBP4_POLLEN_allbrites,POLLEN,SD
1666.66,Aminobenzoate_degradation,SBBP1_POLLEN_allbrites,POLLEN,SB
885.9,Aminobenzoate_degradation,SBBP4_POLLEN_allbrites,POLLEN,SB
1257.85,Aminobenzoate_degradation,SDBP3_POLLEN_allbrites,POLLEN,SD
901.35,Aminobenzoate_degradation,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Amoebiasis,SBBP1_POLLEN_allbrites,POLLEN,SB
6.57,Amoebiasis,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Amoebiasis,SDBP3_POLLEN_allbrites,POLLEN,SD
13.49,Amoebiasis,SDBP4_POLLEN_allbrites,POLLEN,SD
0,AMPK_signaling_pathway,SBBP1_POLLEN_allbrites,POLLEN,SB
0,AMPK_signaling_pathway,SBBP4_POLLEN_allbrites,POLLEN,SB
18.42,AMPK_signaling_pathway,SDBP3_POLLEN_allbrites,POLLEN,SD
64.75,AMPK_signaling_pathway,SDBP4_POLLEN_allbrites,POLLEN,SD
746.77,Amyotrophic_lateral_sclerosis,SBBP1_POLLEN_allbrites,POLLEN,SB
425.04,Amyotrophic_lateral_sclerosis,SBBP4_POLLEN_allbrites,POLLEN,SB
700.51,Amyotrophic_lateral_sclerosis,SDBP3_POLLEN_allbrites,POLLEN,SD
912.61,Amyotrophic_lateral_sclerosis,SDBP4_POLLEN_allbrites,POLLEN,SD
2143.59,Antifolate_resistance,SBBP1_POLLEN_allbrites,POLLEN,SB
1102.28,Antifolate_resistance,SBBP4_POLLEN_allbrites,POLLEN,SB
1065.3,Antifolate_resistance,SDBP3_POLLEN_allbrites,POLLEN,SD
826.76,Antifolate_resistance,SDBP4_POLLEN_allbrites,POLLEN,SD
9.83,Antigen_processing_and_presentation,SBBP1_POLLEN_allbrites,POLLEN,SB
49.82,Antigen_processing_and_presentation,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Antigen_processing_and_presentation,SDBP3_POLLEN_allbrites,POLLEN,SD
31.25,Antigen_processing_and_presentation,SDBP4_POLLEN_allbrites,POLLEN,SD
1900.07,Antimicrobial_resistance_genes,SBBP1_POLLEN_allbrites,POLLEN,SB
1910.19,Antimicrobial_resistance_genes,SBBP4_POLLEN_allbrites,POLLEN,SB
1610.72,Antimicrobial_resistance_genes,SDBP3_POLLEN_allbrites,POLLEN,SD
1412.84,Antimicrobial_resistance_genes,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Apelin_signaling_pathway,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Apelin_signaling_pathway,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Apelin_signaling_pathway,SDBP3_POLLEN_allbrites,POLLEN,SD
13.34,Apelin_signaling_pathway,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Apoptosis,SBBP1_POLLEN_allbrites,POLLEN,SB
122.15,Apoptosis,SBBP4_POLLEN_allbrites,POLLEN,SB
25.18,Apoptosis,SDBP3_POLLEN_allbrites,POLLEN,SD
85.13,Apoptosis,SDBP4_POLLEN_allbrites,POLLEN,SD
7.73,Apoptosis_-_fly,SBBP1_POLLEN_allbrites,POLLEN,SB
77.46,Apoptosis_-_fly,SBBP4_POLLEN_allbrites,POLLEN,SB
11.65,Apoptosis_-_fly,SDBP3_POLLEN_allbrites,POLLEN,SD
36.68,Apoptosis_-_fly,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Apoptosis_-_multiple_species,SBBP1_POLLEN_allbrites,POLLEN,SB
40.47,Apoptosis_-_multiple_species,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Apoptosis_-_multiple_species,SDBP3_POLLEN_allbrites,POLLEN,SD
12.18,Apoptosis_-_multiple_species,SDBP4_POLLEN_allbrites,POLLEN,SD
684.71,Arabinogalactan_biosynthesis_-_Mycobacterium,SBBP1_POLLEN_allbrites,POLLEN,SB
519.47,Arabinogalactan_biosynthesis_-_Mycobacterium,SBBP4_POLLEN_allbrites,POLLEN,SB
405.65,Arabinogalactan_biosynthesis_-_Mycobacterium,SDBP3_POLLEN_allbrites,POLLEN,SD
678.59,Arabinogalactan_biosynthesis_-_Mycobacterium,SDBP4_POLLEN_allbrites,POLLEN,SD
4.71,Arachidonic_acid_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Arachidonic_acid_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
17.22,Arachidonic_acid_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
59.05,Arachidonic_acid_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
1161.61,Arginine_and_proline_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
898.6,Arginine_and_proline_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
1206.41,Arginine_and_proline_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
977.07,Arginine_and_proline_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
3843.11,Arginine_biosynthesis,SBBP1_POLLEN_allbrites,POLLEN,SB
3086.06,Arginine_biosynthesis,SBBP4_POLLEN_allbrites,POLLEN,SB
2940.91,Arginine_biosynthesis,SDBP3_POLLEN_allbrites,POLLEN,SD
2833.6,Arginine_biosynthesis,SDBP4_POLLEN_allbrites,POLLEN,SD
46.52,Ascorbate_and_aldarate_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
80.37,Ascorbate_and_aldarate_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
17.59,Ascorbate_and_aldarate_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
65.8,Ascorbate_and_aldarate_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
0,ATP-dependent_chromatin_remodeling,SBBP1_POLLEN_allbrites,POLLEN,SB
0,ATP-dependent_chromatin_remodeling,SBBP4_POLLEN_allbrites,POLLEN,SB
0,ATP-dependent_chromatin_remodeling,SDBP3_POLLEN_allbrites,POLLEN,SD
0,ATP-dependent_chromatin_remodeling,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Atrazine_degradation,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Atrazine_degradation,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Atrazine_degradation,SDBP3_POLLEN_allbrites,POLLEN,SD
10.04,Atrazine_degradation,SDBP4_POLLEN_allbrites,POLLEN,SD
65.58,Autophagy_-_animal,SBBP1_POLLEN_allbrites,POLLEN,SB
35.08,Autophagy_-_animal,SBBP4_POLLEN_allbrites,POLLEN,SB
30.49,Autophagy_-_animal,SDBP3_POLLEN_allbrites,POLLEN,SD
167.66,Autophagy_-_animal,SDBP4_POLLEN_allbrites,POLLEN,SD
65.58,Autophagy_-_other,SBBP1_POLLEN_allbrites,POLLEN,SB
35.08,Autophagy_-_other,SBBP4_POLLEN_allbrites,POLLEN,SB
30.49,Autophagy_-_other,SDBP3_POLLEN_allbrites,POLLEN,SD
156.47,Autophagy_-_other,SDBP4_POLLEN_allbrites,POLLEN,SD
65.58,Autophagy_-_yeast,SBBP1_POLLEN_allbrites,POLLEN,SB
77.25,Autophagy_-_yeast,SBBP4_POLLEN_allbrites,POLLEN,SB
30.49,Autophagy_-_yeast,SDBP3_POLLEN_allbrites,POLLEN,SD
175.68,Autophagy_-_yeast,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Axon_guidance,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Axon_guidance,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Axon_guidance,SDBP3_POLLEN_allbrites,POLLEN,SD
13.34,Axon_guidance,SDBP4_POLLEN_allbrites,POLLEN,SD
1357.3,Axon_regeneration,SBBP1_POLLEN_allbrites,POLLEN,SB
630.77,Axon_regeneration,SBBP4_POLLEN_allbrites,POLLEN,SB
770.54,Axon_regeneration,SDBP3_POLLEN_allbrites,POLLEN,SD
628.83,Axon_regeneration,SDBP4_POLLEN_allbrites,POLLEN,SD
109.98,Bacterial_chemotaxis,SBBP1_POLLEN_allbrites,POLLEN,SB
411.69,Bacterial_chemotaxis,SBBP4_POLLEN_allbrites,POLLEN,SB
10.64,Bacterial_chemotaxis,SDBP3_POLLEN_allbrites,POLLEN,SD
205.6,Bacterial_chemotaxis,SDBP4_POLLEN_allbrites,POLLEN,SD
532.34,Bacterial_invasion_of_epithelial_cells,SBBP1_POLLEN_allbrites,POLLEN,SB
154.79,Bacterial_invasion_of_epithelial_cells,SBBP4_POLLEN_allbrites,POLLEN,SB
161.83,Bacterial_invasion_of_epithelial_cells,SDBP3_POLLEN_allbrites,POLLEN,SD
313.19,Bacterial_invasion_of_epithelial_cells,SDBP4_POLLEN_allbrites,POLLEN,SD
2025.69,Bacterial_motility_proteins,SBBP1_POLLEN_allbrites,POLLEN,SB
2853.34,Bacterial_motility_proteins,SBBP4_POLLEN_allbrites,POLLEN,SB
1384.29,Bacterial_motility_proteins,SDBP3_POLLEN_allbrites,POLLEN,SD
2929.23,Bacterial_motility_proteins,SDBP4_POLLEN_allbrites,POLLEN,SD
6626.02,Bacterial_secretion_system,SBBP1_POLLEN_allbrites,POLLEN,SB
5496.24,Bacterial_secretion_system,SBBP4_POLLEN_allbrites,POLLEN,SB
4739.13,Bacterial_secretion_system,SDBP3_POLLEN_allbrites,POLLEN,SD
4427.4,Bacterial_secretion_system,SDBP4_POLLEN_allbrites,POLLEN,SD
808,Bacterial_toxins,SBBP1_POLLEN_allbrites,POLLEN,SB
602.54,Bacterial_toxins,SBBP4_POLLEN_allbrites,POLLEN,SB
405.13,Bacterial_toxins,SDBP3_POLLEN_allbrites,POLLEN,SD
387.29,Bacterial_toxins,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Basal_transcription_factors,SBBP1_POLLEN_allbrites,POLLEN,SB
10.26,Basal_transcription_factors,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Basal_transcription_factors,SDBP3_POLLEN_allbrites,POLLEN,SD
53.58,Basal_transcription_factors,SDBP4_POLLEN_allbrites,POLLEN,SD
7638.66,Base_excision_repair,SBBP1_POLLEN_allbrites,POLLEN,SB
5264.58,Base_excision_repair,SBBP4_POLLEN_allbrites,POLLEN,SB
5634.6,Base_excision_repair,SDBP3_POLLEN_allbrites,POLLEN,SD
5545.35,Base_excision_repair,SDBP4_POLLEN_allbrites,POLLEN,SD
1165.58,Benzoate_degradation,SBBP1_POLLEN_allbrites,POLLEN,SB
1093.3,Benzoate_degradation,SBBP4_POLLEN_allbrites,POLLEN,SB
1425.59,Benzoate_degradation,SDBP3_POLLEN_allbrites,POLLEN,SD
1055.82,Benzoate_degradation,SDBP4_POLLEN_allbrites,POLLEN,SD
544.13,beta-Alanine_metabolism,SBBP1_POLLEN_allbrites,POLLEN,SB
45.95,beta-Alanine_metabolism,SBBP4_POLLEN_allbrites,POLLEN,SB
347.2,beta-Alanine_metabolism,SDBP3_POLLEN_allbrites,POLLEN,SD
491.86,beta-Alanine_metabolism,SDBP4_POLLEN_allbrites,POLLEN,SD
6455.97,beta-Lactam_resistance,SBBP1_POLLEN_allbrites,POLLEN,SB
5140.72,beta-Lactam_resistance,SBBP4_POLLEN_allbrites,POLLEN,SB
4526.03,beta-Lactam_resistance,SDBP3_POLLEN_allbrites,POLLEN,SD
4974.12,beta-Lactam_resistance,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Betalain_biosynthesis,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Betalain_biosynthesis,SBBP4_POLLEN_allbrites,POLLEN,SB
14.63,Betalain_biosynthesis,SDBP3_POLLEN_allbrites,POLLEN,SD
12.68,Betalain_biosynthesis,SDBP4_POLLEN_allbrites,POLLEN,SD
25.91,Bile_secretion,SBBP1_POLLEN_allbrites,POLLEN,SB
11.8,Bile_secretion,SBBP4_POLLEN_allbrites,POLLEN,SB
61.03,Bile_secretion,SDBP3_POLLEN_allbrites,POLLEN,SD
24.49,Bile_secretion,SDBP4_POLLEN_allbrites,POLLEN,SD
192.32,Biofilm_formation_-_Escherichia_coli,SBBP1_POLLEN_allbrites,POLLEN,SB
355.43,Biofilm_formation_-_Escherichia_coli,SBBP4_POLLEN_allbrites,POLLEN,SB
144.94,Biofilm_formation_-_Escherichia_coli,SDBP3_POLLEN_allbrites,POLLEN,SD
313.73,Biofilm_formation_-_Escherichia_coli,SDBP4_POLLEN_allbrites,POLLEN,SD
98.63,Biofilm_formation_-_Pseudomonas_aeruginosa,SBBP1_POLLEN_allbrites,POLLEN,SB
284.58,Biofilm_formation_-_Pseudomonas_aeruginosa,SBBP4_POLLEN_allbrites,POLLEN,SB
157.06,Biofilm_formation_-_Pseudomonas_aeruginosa,SDBP3_POLLEN_allbrites,POLLEN,SD
440.92,Biofilm_formation_-_Pseudomonas_aeruginosa,SDBP4_POLLEN_allbrites,POLLEN,SD
755.52,Biofilm_formation_-_Vibrio_cholerae,SBBP1_POLLEN_allbrites,POLLEN,SB
786.94,Biofilm_formation_-_Vibrio_cholerae,SBBP4_POLLEN_allbrites,POLLEN,SB
828.93,Biofilm_formation_-_Vibrio_cholerae,SDBP3_POLLEN_allbrites,POLLEN,SD
1020.73,Biofilm_formation_-_Vibrio_cholerae,SDBP4_POLLEN_allbrites,POLLEN,SD
11.56,Biosynthesis_of_ansamycins,SBBP1_POLLEN_allbrites,POLLEN,SB
6.47,Biosynthesis_of_ansamycins,SBBP4_POLLEN_allbrites,POLLEN,SB
21.63,Biosynthesis_of_ansamycins,SDBP3_POLLEN_allbrites,POLLEN,SD
15.52,Biosynthesis_of_ansamycins,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Biosynthesis_of_enediyne_antibiotics,SBBP1_POLLEN_allbrites,POLLEN,SB
0,Biosynthesis_of_enediyne_antibiotics,SBBP4_POLLEN_allbrites,POLLEN,SB
0,Biosynthesis_of_enediyne_antibiotics,SDBP3_POLLEN_allbrites,POLLEN,SD
28.61,Biosynthesis_of_enediyne_antibiotics,SDBP4_POLLEN_allbrites,POLLEN,SD
7171.2,Biosynthesis_of_other_secondary_metabolites,SBBP1_POLLEN_allbrites,POLLEN,SB
8325.73,Biosynthesis_of_other_secondary_metabolites,SBBP4_POLLEN_allbrites,POLLEN,SB
6435.89,Biosynthesis_of_other_secondary_metabolites,SDBP3_POLLEN_allbrites,POLLEN,SD
6697.66,Biosynthesis_of_other_secondary_metabolites,SDBP4_POLLEN_allbrites,POLLEN,SD
14.28,Biosynthesis_of_siderophore_group_nonribosomal_peptides,SBBP1_POLLEN_allbrites,POLLEN,SB
9.51,Biosynthesis_of_siderophore_group_nonribosomal_peptides,SBBP4_POLLEN_allbrites,POLLEN,SB
23.65,Biosynthesis_of_siderophore_group_nonribosomal_peptides,SDBP3_POLLEN_allbrites,POLLEN,SD
169.01,Biosynthesis_of_siderophore_group_nonribosomal_peptides,SDBP4_POLLEN_allbrites,POLLEN,SD
0,Biosynthesis_of_unsaturated_fatty_acids,SBBP1_POLLEN_allbrites,POLLEN,SB
25.32,Biosynthesis_of_unsaturated_fatty_acids,SBBP4_POLLEN_allbrites,POLLEN,SB
11.91,Biosynthesis_of_unsaturated_fatty_acids,SDBP3_POLLEN_allbrites,POLLEN,SD
47.15,Biosynthesis_of_unsaturated_fatty_acids,SDBP4_POLLEN_allbrites,POLLEN,SD
